"adress","electricity_costs_usd","borough","area_name","postcode","latitude","longitude","building_name","date"
"411 Pearl St",377600,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2011-08-01
"411 Pearl St",399200,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2011-09-01
"411 Pearl St",380000,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2011-10-01
"411 Pearl St",375200,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2011-11-01
"411 Pearl St",404000,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2011-12-01
"411 Pearl St",361600,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2012-01-01
"411 Pearl St",347200,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2012-02-01
"411 Pearl St",402400,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2012-03-01
"411 Pearl St",564000,"Bronx","Fordham South",10468,40.859752,-73.900161,"Murry Bergtraum High School",2012-04-01
"100 Trinity Pl",127200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2008-07-01
"100 Trinity Pl",100400,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2008-08-01
"100 Trinity Pl",97600,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2008-09-01
"100 Trinity Pl",97200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2008-10-01
"100 Trinity Pl",97200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2008-11-01
"100 Trinity Pl",84400,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2008-12-01
"100 Trinity Pl",89200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-01-01
"100 Trinity Pl",83200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-02-01
"100 Trinity Pl",98800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-03-01
"100 Trinity Pl",99200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-04-01
"100 Trinity Pl",99600,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-05-01
"100 Trinity Pl",1e+05,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-06-01
"100 Trinity Pl",101200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-07-01
"100 Trinity Pl",90800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-08-01
"100 Trinity Pl",83200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-09-01
"100 Trinity Pl",96400,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-10-01
"100 Trinity Pl",90800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-11-01
"100 Trinity Pl",94400,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2009-12-01
"100 Trinity Pl",82000,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-01-01
"100 Trinity Pl",74800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-02-01
"100 Trinity Pl",88800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-03-01
"100 Trinity Pl",102800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-04-01
"100 Trinity Pl",111200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-05-01
"100 Trinity Pl",93600,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-06-01
"100 Trinity Pl",91600,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-07-01
"100 Trinity Pl",88800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-08-01
"100 Trinity Pl",77200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-09-01
"100 Trinity Pl",100800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-10-01
"100 Trinity Pl",86000,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-11-01
"100 Trinity Pl",92000,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2010-12-01
"100 Trinity Pl",92400,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-01-01
"100 Trinity Pl",82800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-02-01
"100 Trinity Pl",109200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-03-01
"100 Trinity Pl",120800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-04-01
"100 Trinity Pl",97600,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-05-01
"100 Trinity Pl",95200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-06-01
"100 Trinity Pl",106800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-07-01
"100 Trinity Pl",96000,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-08-01
"100 Trinity Pl",113600,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-09-01
"100 Trinity Pl",110800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-10-01
"100 Trinity Pl",108000,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-11-01
"100 Trinity Pl",95200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2011-12-01
"100 Trinity Pl",57200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2012-01-01
"100 Trinity Pl",101200,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2012-02-01
"100 Trinity Pl",114000,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2012-03-01
"100 Trinity Pl",130800,"Bronx","West Farms-Bronx River",10472,40.831601,-73.878912,"High School of Economics & Finance",2012-04-01
"90 Trinity Pl",23200,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2008-07-01
"90 Trinity Pl",20480,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2008-08-01
"90 Trinity Pl",21600,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2008-09-01
"90 Trinity Pl",22880,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2008-10-01
"90 Trinity Pl",23040,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2008-11-01
"90 Trinity Pl",21280,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2008-12-01
"90 Trinity Pl",22240,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-01-01
"90 Trinity Pl",20480,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-02-01
"90 Trinity Pl",22080,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-03-01
"90 Trinity Pl",22720,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-04-01
"90 Trinity Pl",22880,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-05-01
"90 Trinity Pl",19680,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-06-01
"90 Trinity Pl",23680,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-07-01
"90 Trinity Pl",23040,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-08-01
"90 Trinity Pl",20480,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-09-01
"90 Trinity Pl",23200,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-10-01
"90 Trinity Pl",20160,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-11-01
"90 Trinity Pl",17440,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2009-12-01
"90 Trinity Pl",19520,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-01-01
"90 Trinity Pl",18400,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-02-01
"90 Trinity Pl",20000,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-03-01
"90 Trinity Pl",21920,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-04-01
"90 Trinity Pl",20960,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-05-01
"90 Trinity Pl",20800,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-06-01
"90 Trinity Pl",21760,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-07-01
"90 Trinity Pl",21600,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-08-01
"90 Trinity Pl",18400,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-09-01
"90 Trinity Pl",21920,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-10-01
"90 Trinity Pl",18720,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-11-01
"90 Trinity Pl",20160,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2010-12-01
"90 Trinity Pl",18880,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-01-01
"90 Trinity Pl",18880,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-02-01
"90 Trinity Pl",19680,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-03-01
"90 Trinity Pl",21920,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-04-01
"90 Trinity Pl",18240,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-05-01
"90 Trinity Pl",17280,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-06-01
"90 Trinity Pl",20480,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-07-01
"90 Trinity Pl",19360,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-08-01
"90 Trinity Pl",20960,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-09-01
"90 Trinity Pl",20000,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-10-01
"90 Trinity Pl",18400,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-11-01
"90 Trinity Pl",20480,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2011-12-01
"90 Trinity Pl",13280,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2012-01-01
"90 Trinity Pl",16320,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2012-02-01
"90 Trinity Pl",19680,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2012-03-01
"90 Trinity Pl",23840,"Brooklyn","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",11235,40.579451,-73.943819,"High School for Leadership in Public Services",2012-04-01
"1020 Anderson Ave",48320,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2008-07-01
"1020 Anderson Ave",46080,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2008-08-01
"1020 Anderson Ave",45600,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2008-09-01
"1020 Anderson Ave",47840,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2008-10-01
"1020 Anderson Ave",47840,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2008-11-01
"1020 Anderson Ave",42880,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2008-12-01
"1020 Anderson Ave",49120,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-01-01
"1020 Anderson Ave",39520,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-02-01
"1020 Anderson Ave",51200,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-03-01
"1020 Anderson Ave",47680,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-04-01
"1020 Anderson Ave",54720,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-05-01
"1020 Anderson Ave",58400,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-06-01
"1020 Anderson Ave",49440,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-07-01
"1020 Anderson Ave",51520,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-08-01
"1020 Anderson Ave",48480,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-09-01
"1020 Anderson Ave",53920,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-10-01
"1020 Anderson Ave",47200,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-11-01
"1020 Anderson Ave",48960,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2009-12-01
"1020 Anderson Ave",47680,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-01-01
"1020 Anderson Ave",43840,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-02-01
"1020 Anderson Ave",47360,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-03-01
"1020 Anderson Ave",63840,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-04-01
"1020 Anderson Ave",68800,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-05-01
"1020 Anderson Ave",60480,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-06-01
"1020 Anderson Ave",56320,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-07-01
"1020 Anderson Ave",57120,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-08-01
"1020 Anderson Ave",48960,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2010-09-01
